catalog_number,location
274,"Warwick, Orange, New York, USA"
276,"Quebec, Canada"
277,"Burgess, Ontario, Canada"
415,"Stargard, Finland"
419,"Bispberg, Sweden"
423,"Saalbach, Bavaria, Germany"
429,"Monzoni, Fassatal, Tirol, Italy"
430,"Monzoni-Gebiet, Fassatal, Tirol, Italy"
434,"Toal della Foja, Monzoni, Fassatal, Tirol, Italy"
438,"Brozzotal, Piemonte, Italy"
441,"Sterling, Massachusetts, USA"
443,"Stony Point, North Carolina, USA"
445,"Rincon, San Diego County, California, USA"
446,"North Carolina, USA"
448,"Rincon, San Diego, California, USA"
450,"Sterzing, Tirol, Austria"
453,"Tammela, Finland"
454,"Norwich, USA"
455,"Eger, Norway"
466,"Westfield, Massachusetts, USA"
468,"(angeblich Hungary) Franklin, New Jersey, USA"
473,"Stör Kyro, Finland"
474,"Portet, Pyrénées, France"
475,"Vallée d'Arbourt, Pyrénées, France"
476,"Vicenza, Italy"
478,"Montauban, Bagnères, France"
28075,"Liel, Kandern, Germany"
28077,"Gnandstein, Saxony, Germany"
480,"Itiso, Haneti, Tanganjika, Tanzania"
481,"Gouverneur, New York, USA"
482,"Hastings County, Ontario, Canada"
483,"Mino, Japan"
484,"Ruskiola, Finland"
486,"Drammen, Norway"
488,"St Béal, Pyrénées, France"
489,"Saualpe, Kärnten, Austria"
490,"Nord-Mähren, Czechoslovakia"
499,"Chiavenna, Italy"
502,"Korsika, France"
503,"Chamonix, Aiguille du Goûté, France"
504,"Chamonix, France"
505,"Barèges, Hautes Pyrénées, France"
506,"Vallée de Chamonix, Haute-Savoie, Rhône-Alpes, France"
47713,"Schloss Haus Baden, Sehringen, Badenweiler, Freiburg, Baden-Württemberg, Germany"
508,"Längbanshyttan, Sweden"
509,New Zealand
510,Turkestan
512,"Pargas, Finland"
515,"Baikal, Russia"
518,"Val d'Aosta, Italy"
519,"Val Formazza, Piemonte, Italy"
520,"Gegend von Kassel, Germany"
522,"Hallershausen near Kassel, Germany"
523,"Vogelsberg, Hesse, Germany"
525,"Regen, Bavaria, Germany"
526,"Wolkenburg, Siebengebirge near Bonn, Germany"
528,"Siebengebirge near Bonn, Germany"
529,"Wilhelmshöhe near Kassel, Germany"
530,"Merapi, Java"
531,"Kangerdluarsuk, Greenland"
535,"Kostenblatt, Bohemia, Czechoslovakia"
539,"Mukow, Bohemia, Czechoslovakia"
540,"Wolfsberg, Bohemia, Czechoslovakia"
534,"Degero, Helsingfors, Finland"
542,Tschernoschii
544,"Zaaleszer, Bohemia, Czechoslovakia"
545,"Namaqualand, South Africa"
546,"Golling, Salzburg, Austria"
547,"Kap der guten Hoffnung, South Africa"
548,"Capland, South Africa"
549,South Africa
554,"Gressoney, Piemonte, Italy"
559,"Mont Géry, France"
560,"Luchon, France"
562,"Tête Noire, Savoie, France"
563,"Moncamp, Haute Garonne, France"
567,"Redwitz, Germany (Marktredwitz)"
568,"Killiney Hill, Dublin, Ireland"
569,"Mina Sta. Lucia near Timotes, Venezuela"
571,Awranomainta
573,"Bamber, Norway"
575,"Zinnwald, Erzgebirge, Bohemia, Czechoslovakia"
578,Nordamerika
579,"Chester County, Pennsylvania, USA"
580,"Delaware County, USA"
582,"Goshen, Massachusetts, USA"
584,"Lewis County, New York, USA"
585,"Rossie, New York, USA"
586,"Bitterspath, Tirol, Austria"
587,Narcel
589,"Toal de Rizzoni, Monzoni, Fassatal, Tirol, Italy"
598,"Jamestown, California, USA"
599,"Ahrntal, Tirol, Austria"
600,"Natural Bridge, Lewis County, New York, USA"
602,"Sterling Mine, Morris, New Jersey, USA"
603,"Vroomans Lake, Jefferson City, New York, USA"
605,"Bastogne, Belgium"
606,Utö
607,"Malomiritz, Brno, Czechoslovakia"
608,"Vermont, USA"
609,"Lenni, Delaware, USA"
611,"St. Lawrence County, New York, USA"
615,"Hermannschlag, Moravia, Czechoslovakia"
616,"Fort Dauphin, Süd-Madagaskar"
617,"Schwarzenstein, Zillertal, Tirol, Austria"
620,"St. Dennis, Cornwall, United Kingdom"
621,"Bärner, Grengiols, Valais, Switzerland"
636,"Suomi, Finland"
291,"Baikal-See, USSR"
293,"Eup, Haute Garonne, France"
295,"Hoff Egg, Norway"
302,"Hebron, Maine, USA"
304,"Island Oevre Arö, Norway"
309,"Volpersdorf, Silesia, Poland"
310,"Kupferberg am Fichtelgebirge, Bavaria, Germany"
312,"Baste, Harz, Germany"
314,"Ultental, Tirol, Austria"
317,"Zoar near Aloisthal, Moravia, Czechoslovakia"
318,"Zara, Ischia, Italy"
320,"Langesundfjord, Norway"
322,"Ruma, Guinea"
324,"Tiarno, Monte Baldo, Italy"
325,"Bergenhill, New Jersey, USA"
326,"Riverside, California, USA"
327,"Gökum, Sweden"
329,"Mt. Atlas, Nordafrika"
334,"St. Marcel, Aosta, Piemonte, Italy"
335,"Berggiesshübel, Saxony, Germany"
342,"Alpe Mussa, Val d'Ala, Piemonte, Italy"
354,"Pompeji, Vesuv, Italy"
356,"St. Lawrence County, New York, Fine, USA"
357,"Papineauville, Canada"
359,"Varkö, Banat, Romania"
362,"Sala, Sweden"
369,Guron
370,"Savoyen, France"
372,"Valtellina (Veltlin), Italy"
374,"Libbiola, Italy"
376,"Beirut, Lebanon"
377,"Neurode near Glatz, Germany"
378,"New Jersey, USA"
379,"Sterling, New York, USA"
380,"Franklin, Sussex County, New Jersey, USA"
386,"St. Marcel, Aosta, Italy"
389,"Trioletgletscher, Piemonte, Italy"
392,"Boroslaw, Bohemia, Czechoslovakia"
396,"Stromboli, Italy"
397,"Ätna, Sizilien, Italy"
401,"Nicolosi, Sizilien, Italy"
407,Brausenberg
409,"Eifel, Rheinland, Germany"
410,Andernach
411,Java
413,New Ireland
641,"Lago della Vacca, Italy"
643,"Schischimskaja Gora, Ural, Russia"
646,"Island Naxos, Greece"
647,"Tanfers, Pustertal, Südtirol, Italy"
648,"Chester, Massachusetts, USA"
649,"Phillippstadt, Värmland, Sweden"
653,"Nordmarken, Sweden"
656,"Cheyenne Canon, Colorado, USA"
657,"Ottré, Ardennen, France"
659,"Ottré, Ardennen"
660,"Kossoibrod, Ural, USSR"
661,"Fellital, Uri, Switzerland"
663,"Slatoust, Ural, USSR"
664,"Schischimskaja Gora, Ural, USSR"
667,"West Chester, Pennsylvania, USA"
677,"Wildkreuzjoch, Tirol, Austria"
678,"Zuckmantel, Silesia, Poland"
679,"Antwerpen, New York, USA"
681,"New York, USA"
682,"Saalfeld, Thuringia, Germany"
684,"Baltimore, Maryland, USA"
687,"Kyschtinsk, Ural, USSR"
689,"Disgrazia Süd-Wand, Italy"
691,"Verona, Italy"
693,"Garda-See, Italy"
696,"Bamberg, Germany"
697,"Bayreuth, Bavaria, Germany"
699,"Wheal Jane, Cornwall, United Kingdom"
700,"Planitz near Zwickau, Saxony, Germany"
701,"Schlossböckelheim, Rheinhessen, Germany"
702,"Island X, Rotes Meer, Israel"
703,"St. John's Iceland (Zebirget), Rotes Meer, Egypt"
704,"Orange County, New York, USA"
706,"Arbesau, Bohemia, Czechoslovakia"
709,"Poër Tournaut, Ardèche, France"
710,"Ahnengraben, Kassel, Germany"
711,"Habichtswald, Kassel, Germany"
712,"Hohenberg, Göttingen, Harz, Germany"
713,"Dotzweiler, Eifel, Rheinland, Germany"
714,"Smilkov, Votice, Czechoslovakia"
716,"Fayal, Azoren, (Spain od. Portugal)"
725,"Pisek, Bohemia, Czechoslovakia"
736,"Mount Antero, Colorado, USA"
741,"Takomaja, Ural, Russia"
744,"Jekaterinburg, Ural, Russia"
752,"Sparta, New Jersey, USA"
754,"Brewster, New York, USA"
757,"Stanswick, Degero, Finland"
760,"Boden, Saxony, Germany"
1033,"Dallas Gem Mine, San Benito, California, USA"
1034,"Chinkuashin Mine, Taiwan"
1035,"Ikuno Mine, Honshu, Japan"
1036,"Idarado Mine, Duray, Colorado, USA"
1038,"Ajax Mine, Cripple Creek, Colorado, USA"
1039,"Franceville Mine, Mounana, Gabun"
1041,"Manhattan Mine, Nevada, USA"
1042,"Mina Ojuela, Mapimi, Durango, Mexico"
1043,"Oberzell, Bavaria, Germany"
1044,"Szuseny, Hungary"
1045,"Liosa, Sweden"
1048,"Adra Almeria, Spain"
1053,"Käder, Bohemia, Czechoslovakia"
1054,"Monte Catenaccio, Piemonte, Italy"
1058,"Frascati near Rom, Italy"
1059,"Dobschau, Hungary"
1061,"Corte del Re, Sarano, Toscana, Italy"
1062,"Schneeberg, Sterzing, Tirol, Austria"
1064,"Reichensteingrube (Silesia, Poland Banat, Romania)"
1065,"Vaskö, Banat, Romania"
1066,"Donatzka, Banat, Romania"
1067,"Banat, Romania"
1068,"Moraviera, Banat, Romania"
1071,"Nassau, Germany"
1072,"Breitenbrunn, Saxony, Germany"
1073,"Wurlitz, Bohemia, Czechoslovakia"
1076,"Kawarti, Japan"
1079,"Meronitz, Bohemia, Czechoslovakia"
1084,"Wyssokaja, USSR"
1086,"Magnet Cove, Arkansas, USA"
1096,"Goldenstein, Moravia, Czechoslovakia"
1097,"Oetztal, Tirol, Austria"
1101,"Cabo de Gata, Spain"
1102,"Passeyr, Schneeberg, Tirol, Austria"
1105,Chamouny (France)
1106,"Findling, Mecklenburg, Germany"
1107,"Linhorka near Bilina, Bohemia, Czechoslovakia"
1108,"Wilui-Fluss, Sibirien, USSR"
1111,"Mündung des Achtaragda i. d. Wilui-Fluss, Sibirien, USSR"
1112,"Vapenna, Zulova, Silesia, Poland"
1113,"Xalostoc Morelos, Mexico"
1114,"Xalostoc District v. Cuautla, Mexico"
1118,"Trapezveden, Banat, Romania"
1119,"Donegal, Ireland"
1131,"Gotthausberg near Friedeberg, Silesia, Poland"
1132,"Pic d'Arbizon, Pyrénées, France"
1134,"Morelos, Mexico"
1136,"Cava Sferlun, Franscia, Province Sondrio, Italy"
1138,Ghatsgebirge
1142,"Bodö, Norway"
1144,Nordland
1147,"Arford, Canada"
1165,"Canzocoli, Fassa, Tirol, Italy"
1168,"Terta Ciarva, Italy"
1179,"Eger, Bohemia, Czechoslovakia"
1181,"Hasslau, Bohemia, Czechoslovakia"
1182,"Wunsiedel, Fichtelgebirge, Bavaria, Germany"
1190,"Sanford, Maine, USA"
1194,"Tellemarken, Norway"
1196,"Frugard, Finland"
1197,"Christiansand, Norway"
1198,"Egg, Norway"
1202,"Bourg d'Oisans, Dauphiné, France"
1207,"Hasserode, Dumkahental, Germany"
1208,"Teinach, Germany"
1209,"Aragon, Spain"
1212,"Stambach, Fichtelgebirge, Bavaria, Germany"
1214,"Comm. De Corn, Dauphiné, France"
1215,"Glenco, Scotland, United Kingdom"
1216,"Inyo County, California, USA"
1217,"Silböhle, Finland"
1219,"Kimito, Finland"
1220,"Ofenhorn, Binntal, Valais, Switzerland (italienische Seite)"
1223,"Gillenbeck, Norway"
1231,"Untersulzbach, Tirol, Austria"
1236,"Pinzgau, Austria"
1238,"Obersulzbach, Austria"
1240,"Riddarhyttan, Bastnaes, Sweden"
1242,"Werchotune, Czechoslovakia"
1243,"Edenville, Orange County, New York, USA"
1244,"Ontario, Canada"
1245,"Finbo near Falun, Sweden"
1246,"Bastuasgrube near Riddarhyttan, Sweden"
1507,"Andreasberg, Harz, Germany"
1511,"Death Valley, Inyo County, California, USA"
1512,"Los Angeles, California, USA"
1516,"Oeste-Kjenlie, Arendal, Norway"
1518,"Nödelbroe, Mine Arendal, Norway"
1519,"Serra del Zanchetti, Appennin near Bologna, Italy"
1520,Toggian
1521,"Valle Grande near Casarza, Sestri Levante, Italy"
1535,"Apopley Cliff., Lake Superior, Michigan, USA"
1536,"Poonah, Ostindien"
1537,"Fairfax Quarry Centreville, Virginia, USA"
1538,"Hesse, Germany"
1539,"Cyklopen-Inseln near Aci Trezza, Aetna, Sizilien, Italy"
1542,"Giants Causeway, Ireland"
1545,"Hohlweg, südl. v. Castelnuovo"
1548,"Ciamol, Fassa, Tirol, Italy"
1549,"Le Talle, Fassatal, Tirol, Italy"
1556,"Duingen near Kassel a. d. Weser, Germany"
1557,"Jakuben, Bohemia, Czechoslovakia"
1558,"Kahler Berg near Jakuben, Bohemia, Czechoslovakia"
1559,"Mosern, Gegend v. Usti nad Labem (Aussig), Bohemia, Czechoslovakia"
1561,"Schlosel, Bohemia, Czechoslovakia"
1564,"Salesl near Usti nad Labem (Aussig), Bohemia, Czechoslovakia"
1570,"Schären near Brevig, Langesund, Norway"
1572,"Linz am Rhein, Germany"
1574,"Val dei Zuccanti, Valdagno, Vicenza, Italy"
1575,"Nova Scotia, Canada"
1586,"Königstein, Bilin, Bohemia, Czechoslovakia"
1589,"Port Glasgow, Renfrewshire, Scotland, United Kingdom"
1591,"Hauenstein, Bohemia, Czechoslovakia"
1594,"Dunbarton, Scotland, United Kingdom"
1595,"Ekkefjord, Ost-Island"
1597,"Berufjord, Iceland"
1599,"Strontian, Scotland, United Kingdom"
1605,"Argyetshire, Scotland, United Kingdom"
1609,"Bombay, India"
1611,"Driolepalle, Fassa, Tirol, Italy"
1613,"Frakfort, Philadelphia, USA"
1614,"Prospect Park, New York, USA"
1617,"Estado Rio Grande do Norte, Brazil"
1626,Ost-Island
1631,"Tufler Loch, Fassa, Tirol, Italy"
1632,"Flodigarry, Isle of Skye, Scotland, United Kingdom"
1643,"Bistenfeld, Oberstein, Germany"
1644,"Acquacetosa, 8 km nördl. Rom, Italy"
1649,"Stempel, Marburg, Germany"
1650,"Albano, Colli Albani near Rom, Italy"
1656,"Portrush, Ireland"
1657,"Pufler Loch, Fassa, Tirol, Italy"
1659,"Castello Aci, Calabria, Italy"
1660,"Aetna, Aci Castello, Sizilien, Italy"
1664,"Hasel near Kamnitz, Bohemia, Czechoslovakia"
1665,"Lowositz, Bohemia, Czechoslovakia"
1667,"Tschersink near Usti nad Labem (Aussig), Bohemia, Czechoslovakia"
1669,"Tschersink, Bohemia, Czechoslovakia"
1670,"Rübendörfel, Leitmeritz, Usti nad Labem (Aussig), Bohemia, Czechoslovakia"
1675,"Bertschweiler near Zweibrücken, Germany"
1677,"Ivo Dolanda, Nova Scotia, Canada"
1678,"Glenarm, Ireland"
1681,"Parker Shaft Franklin, New Jersey, USA"
1682,"Collinwood, Victoria, Australia"
1683,"Jone's Falls, Baltimore, Maryland, USA"
1684,"Cap Sabach, Amur, USSR"
1685,"Korinti, Sumatra"
1686,"Richmond, Victoria, Australia"
1689,"Canajucta, Estad Bolivar, Venezuela"
1691,"Kimberley, South Africa"
1692,"Cap, South Africa"
1695,"Röraas, Norway"
1696,"Vallegas, Aragonien, Spain"
1697,"Borrowdale, Cumberland, United Kingdom"
1698,"Nan de Crépon, Montovert, Savoyen, France"
1699,"Mont Blanc, Chamonix, Haute-Savoie, France"
1701,Hafnerzell near Pafsa
1704,"v. d. Bergstrasse, Baden, Germany"
1707,"Black Donald Mine, Ontario, USA"
1708,"Satsuma Taremitsu, Japan"
1709,"Ratnapura, Sri Lanka"
1713,"Ost-Sibirien, USSR"
1714,"See Gelontschik near Miask, Ural, USSR"
1715,"Gelontschik near Miask, Ural, USSR"
1716,Tunka
1717,"Oltscheren, Brienzwiler, Bern, Switzerland"
1719,"Artefakt, Hochofenprodukt"
1721,St. Beat (France)
1722,"Lauenstein, Hannover, Germany"
1723,"Bex, Vaud, Switzerland"
1724,"Sublin near Bex, Vaud, Switzerland"
1725,"Baden, Aargau, Switzerland"
1726,"Conil near Cadiz, Spain"
1728,"Libros, Aragonien, Spain"
1729,Poland
1730,"Radoboy, Croatia, Yugoslavia"
1731,"Kreisuvig, Iceland"
1733,"Kimberley Mine, Kimberley, South Africa"
1734,"Solfatara Giona, Racalmuto, Sizilien, Italy"
1737,"Aragonien, Sizilien, Italy"
1748,"Simplon-Eisenbahntunnel, Valais, Switzerland"
1749,"Pardatsch, Tujetsch, Grisons, Switzerland"
1750,"Val Giuv, Tujetsch, Grisons, Switzerland"
1751,"unterhalb Carschenna, Sils im Domleschg, Grisons, Switzerland"
1752,"Igels, Peiden, Suraua, Grisons, Switzerland"
1758,"Schwefelgrube Lercara dei Friddi, Palermo, Sizilien, Italy"
1768,"Liparische Inseln, Italy"
1769,"Island Vulcano, Liparische Inseln, Italy"
1770,"Krater Uson auf Kamtschatka, USSR"
1771,Gipfel des Avatscha-Vulkans
1772,"Kairo, Egypt"
1773,"Gipfel des Pic auf Teneriffa, Kanarische Inseln, Spain"
1774,"Pic auf Teneriffa, Kanarische Inseln, Spain"
1775,"Clear Lake Lake County, California, USA"
1776,"Geysir Yellowstone Park, USA"
1777,"San Luis de Huascama, Mexico"
1778,"Romagna, Italy"
1781,"Ferrara, Italy"
1783,"Toscana, Italy"
1784,"Cesena, Sizilien, Italy"
1785,"Samsoner Firste, Andreasberg, Harz, Germany"
1786,"Province Echizen, Westküste von Japan"
1790,"Wittichen, Schwarzwald, Baden, Germany"
1792,Facebay
1793,"Wheal Sparnon, Cornwall, United Kingdom"
1794,"Potosi y Milluni, Bolivia"
1797,"Froburg, Trimbach, Solothurn, Switzerland"
1801,"Allemont, Dépt. Isère, France"
1803,"Cerritos, Mina de Huascama, San Luis, Mexico"
1807,"Kremnitz, Hungary"
1811,"Radhausberg near Böckstein, Salzburg, Austria"
1812,"Heinzenberg near Zell, Zillertal, Tirol, Austria"
1813,"Feuillat near Brusson, Val de l'Evançon, Piemonte, Italy"
1814,"Mt. Polé, Brusson, Piemonte, Italy"
1815,"Brusson, Piemonte, Italy"
1816,"Fluss Aveyron, Chamonixtal, France"
1817,"La Gardette, Dauphiné, France"
1818,"Gotthard-Eisenbahntunnel, Airolo, Ticino, Switzerland"
1819,"aus der kleinen Emme, Lucerne, Switzerland"
1820,"Calanda, Felsberg, Grisons, Switzerland"
1828,"Baiza, Hungary"
1831,"Vöröspatak, Alba, Romania"
1836,"Ballarat, Victoria, Australia"
1838,"Johannesburg, Transvaal, South Africa"
1842,"Karamütschewsk, Altai, USSR"
1843,"Smigragorsk, Altai, USSR"
1844,"Semeonowsk, Altai, USSR"
1846,"Tomsk, Sibirien, USSR"
1847,"Gang Iwanowski near Tscheliabinsk, USSR"
1848,"Balaco, Cueritas, Chile"
1849,Uruguay
1850,"oberer Rio Sinu, Colombia"
1851,"Cerro Colorado, Chihuahua, Mexico"
1852,"Cienega, Sonora, Mexico"
1853,"Butte County, California, USA"
1855,"Placerville, California, USA"
1856,"Montana, USA"
1863,"Eldorado, Creath., Regio Canada"
1864,"Janneau City, USA"
1865,"Yukon River, Alaska, USA"
1866,"Boulder Creek Atlas, British Columbia, Canada"
1867,"Vancouver, British Columbia, Canada"
1868,"Rativorcitz, Bohemia, Czechoslovakia"
1873,"Mine Himmelsfürst, Freiberg, Saxony, Germany"
1877,"Mine ""Gabe Gottes"", Johanngeorgenstadt, Saxony, Germany"
1878,"Friedrichsegen near Ems, Nassau, Germany"
1879,"Schlangenberg, Sibirien, USSR"
1890,"Minnesota-Mine, Lake Superior (Canada od. USA)"
1892,"Copper River, Cordoba, Alaska, USA"
1893,"Phoenix Mine, Michigan, USA"
1894,"Tie Siding, Wyoming, USA"
1895,"Mina San Bartolomé, Colquechaca, Province Chayanta, Bolivia"
1897,"Colquechaca, Province Chayanta, Bolivia"
1898,"Allagas near Colquechaca, Province Chayanta, Bolivia"
1903,Peru
1906,"Mineral del Monte, Mexico"
1909,"Calumet Mine, oberhalb Michigan-See, USA"
1910,"Comstock Lead, Waskoe County, Nevada, USA"
1911,"Wolverine Lode, Michigan, USA"
1914,"Moschellandsberg, Pfalz, Germany"
1915,"Moschel, Zweibrücken, Germany"
1917,"Königszug, Bavaria, Germany"
1918,"Zweibrücken, Germany"
1919,"Stahlberg near Zweibrücken, Germany"
1920,"Almaden, Spain"
1921,"Kana, Hungary"
1924,"Relistianmine, Cornwall, United Kingdom"
1927,"Monte Catini, Val di Cecina, Province Pisa, Italy"
1929,"Moldassra, Banat, Romania"
1931,"Mine Bergmannstrost, Nassau, Germany"
1932,"Rammelsburg, Harz, Germany"
1934,"Mansfeld, Ost-Harz, Germany"
1938,"Reichenbach near Oberstein, Germany"
1939,"Corocoro, Bolivia"
1941,Cuba
1950,"Sierra Gorda, Antofagasta, Chile"
1953,"Hecla + Calumet Mine, Keweenawa Point, Lake Superior, USA"
1955,"Bogoslawsk, Ural, USSR"
1960,"Bisbee, Arizona, USA"
1961,"Cleveland, Ohio, USA"
1963,"Isle Royale, Lake Superior (Canada od. USA)"
1964,"Minnesota, USA"
1965,"Georgetown, New Mexico, USA"
1970,"Cliff Mine, Lake Superior, Michigan, USA"
1978,"Perm, Ural, USSR"
1982,"Chocco, Peru"
1983,Südamerika
1984,Borneo
1987,"Nischne Tagilsk, Ural, USSR"
1988,"Miakornate, Greenland"
1989,"Ovifac, Greenland"
1990,"Mine Pizzano, Comaja, Chile"
2001,"Alzen, Ariège, Pyrénées, France"
2002,"Minen von Baranut, France"
2006,"Allchar, North Macedonia, Yugoslavia"
2012,"Tajossa, Hungary"
2013,"Thajoba, Hungary"
2014,"Bosnia, Yugoslavia"
2017,"Mazurka, Hungary"
2019,"Pummau, Bohemia, Czechoslovakia"
2023,"Minen v. Ouche near Massiac, France"
2024,"Andreasberg near Graz, Austria"
2025,"Wolfsberg, Harz, Germany"
2027,"Stollberg, Harz, Germany"
2028,"Schubkau, Hungary"
2029,Coldbeckfell
2030,"Malaczka, Hungary"
2032,"Braunsdorf near Freiberg, Saxony, Germany"
2034,Süd-Japan
2037,"Eidsvald, Queensland, Australia"
2041,"Bamford, Queensland, Australia"
2043,"Joachimstal, Bohemia, Czechoslovakia"
2047,"Talèfre, Chamonix, Haute-Savoie, France"
2048,"Tacul-Gletscher, Montblanc, France"
2049,"Montblanc, France"
2052,"Pajsberg, Sweden"
2053,"Biggendem, Queensland, Australia"
2059,"Altenstadt, Germany"
2060,Mö
2061,"Mo.-Mine von Azegour, Haut Atlas, Morocco"
2065,"Mine de Chassagne, Comm. De St. Just, France"
2067,"Horhausen, Kreis Altenkirchen, Koblenz, Germany"
2068,"Stollberg, Aachen, Germany"
2069,"Bleiberg near Commern, Rheinpreussen, Germany"
2071,"Kautenbach near Bernkastel, Mosel, Germany"
2072,"Bernkastel, Mosel, Germany"
2075,"Barbach near Dillenburg, Nassau, Germany"
2076,"aus dem Neuborn near Oberehorst, Germany"
2077,"Call = Zell, Eifel, Rheinland, Germany"
2078,"Mine Silbersegen, Claustal, Harz, Germany"
2081,"Hahnenklee, Harz, Germany"
2082,"Bleifeld near Claustal-Zellerfeld, Harz, Germany"
2093,"Siegen, Nassau, Westfalen, Germany"
2094,"Burbach, Siegen, Nassau, Westfalen, Germany"
2096,"Raumelsberg, Germany"
2097,Lasptre
2098,"Salchendorf, Westfalen, Germany"
2103,"Przibram, Bohemia, Czechoslovakia"
2106,"Tarnowskie Gory, Poland"
2107,"Annaberg, Saxony, Germany"
2120,"Crabioules, France"
2122,"Huelgoet, Bretagne, France"
2123,"Pezay, Savoyen, France"
2124,"Pormenaz, Savoyen, France"
2125,"Mine de la Sourde near Servoz, Savoyen, France"
2126,"Mine de la Vaudagne near Servoz, Savoyen, France"
2128,"Touly near Servoz, Savoyen, France"
2129,"Rodna, Transylvania, Romania"
2133,"Banska Stiavnica (= Schemnitz), Czechoslovakia"
2137,"Polinos, westl. Kykladen, Greece"
2138,"Arrosow, Estonia"
2140,"Kallmosagrube Norberg, Sweden"
2142,"Massoe-Mine near Gerham, England, United Kingdom"
2144,"New Glencrieff-Mine, Scotland, United Kingdom"
2146,"Durham, Cumberland, United Kingdom"
2147,"Thorntwarte, Cumbriae, United Kingdom"
2151,"Welkenrath, Belgium"
2152,"Minas de Liat, Vallée d'Aron, Spain"
2153,"Mina Manezuela, Sevilla, Spain"
2154,"Laguna Puguios near Santiago, Chile"
2155,"Estado, San Paola, Brazil"
2156,"Mount Isa, Queensland, Australia"
2157,"Qual Rabah, Tunisia"
2158,"Wisconsin, USA"
2159,"Wallace Mine, Idaho, USA"
2160,"Bernard Mount, Custer County, Idaho, USA"
2161,"Mine Blyklippen near Mestersvig, Greenland"
2163,"Sierra de los Organos, New Mexico, USA"
2164,"Flositas Berge, New Mexico, USA"
2166,"Arkansas, USA"
2167,"Illinois, USA"
2169,Bichur
2174,"Löling, Kärnten, Austria"
2175,"Edenville, New Jersey, USA"
2179,"Modum, Norway"
2183,Ilfüringarad
2189,Linbar
2190,"Annaberg, Erzgebirge, Saxony, Germany"
2195,"near Freiberg, Saxony, Germany"
2196,Ofnenburg
2204,"Limburg, Nassau, Germany"
2207,"Mine Merkur, Ems, Nassau, Germany"
2209,"Densbach, Dillenburg, Nassau, Germany"
2211,"Nanzenbach near Dillenburg, Nassau, Germany"
2212,"Mine Heinrichssegen, Müsen, Westfalen, Germany"
2213,"Müsen, Westfalen, Germany"
2214,"Laspe, Westfalen, Germany"
2215,"Ramberg near Daaden, Altenkirchen, Germany"
2216,"Karsbach a. d. Kautenbach, Germany"
2217,"Saargebiet, Germany"
2219,"Kamsdorf, Thuringia, Germany"
