catalog_number,is_part_of,material_category,cataloged_name,authoritative_name,country_name,first_order_division
11499,,,Bornit,Bornit,Schweiz,Glarus
,11499,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
,11499,Mineral,,Bornit,,
,11499,Mineral,,Dolomit,,
34623,,Rock,Granit,,Schweiz,Uri
,34623,Rock,,Granit,,
,34623,Mineral,,Epidot,,
,34623,Mineral,,Calcit,,
,34623,Mineral,,Chlorit,,
39475,,Rock,Tonschiefer,,Kanada,Ontario
,39475,Mineral,,Chalkopyrit,,
,39475,Mineral,,Sphalerit,,
,39475,Mineral,,Pyrit,,
,39475,Rock,,Tonschiefer,,
39546,,,Quarz,Quarz,Frankreich,Marne
,39546,Mineral,,Chalcedon/Chert,,
,39546,Rock,,Kalktuff,,
,39546,Mineral,,Quarz,,
37670,,Ore,Barytgang - Ba-F-Formation,,Deutschland,Baden-Württemberg
,37670,Mineral,,Baryt,,
,37670,Mineral,,Galenit,,
,37670,Mineral,,Quarz,,
,37670,Mineral,,Fluorit,,
,37670,Ore,,Barytgang - Ba-F-Formation,,
41249,,,Bornit,Bornit,Peru,Lima
,41249,Mineral,,Chalkopyrit,,
,41249,Mineral,,Bornit,,
,41249,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
43219,,,Quarz,Quarz,Schweiz,Bern
,43219,Mineral,,Rauchquarz Goethit,,
,43219,Rock,,Granodiorit,,
,43219,Mineral,,Siderit,,
,43219,Mineral,,Ankerit,,
,43219,Mineral,,Quarz,,
42456,,,Galenit,Galenit,Tschechien,Středočeský (Stredocesky )
,42456,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
,42456,Mineral,,Galenit,,
11489,,,Bornit,Bornit,Schweiz,Glarus
,11489,Mineral,,Dolomit,,
,11489,Mineral,,Bornit,,
,11489,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
40211,,,Quarz,Quarz,Island,Austurland
,40211,Mineral,,Chalcedon/Chert Hämatit,,
,40211,Rock,,Basalt s.l.,,
,40211,Mineral,,Quarz,,
42725,,,Pyrit,Pyrit,Südafrika,Gauteng / Rhawuti
,42725,Rock,,Konglomerat,,
,42725,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,42725,Mineral,,Pyrit,,
42619,,,Granat,Granat,_Land unbekannt,
,42619,Mineral,,Granat,,
,42619,Mineral,,Hellglimmer,,
,42619,Mineral,,undefiniert,,
,42619,Mineral,,Hornblende,,
,42619,Rock,,Syenit,,
38742,,Rock,SiO2-zementierte tektonische Brekzie,,Schweiz,Bern
,38742,Mineral,,Quarz,,
,38742,Mineral,,Quarz,,
,38742,Mineral,,Muskovit,,
,38742,Rock,,SiO2-zementierte tektonische Brekzie,,
,38742,Mineral,,Chalcedon/Chert Pyrit,,
31454,,,Allanit-(Ce),Allanit-(Ce),Schweiz,Bern
,31454,Mineral,,Allanit-(Ce),,
,31454,Rock,,Granodiorit,,
,31454,Mineral,,Titanit,,
41014,,,Sphalerit,Sphalerit,Vereinigte Staaten von Amerika (USA),Missouri
,41014,Mineral,,Sphalerit,,
,41014,Mineral,,Dolomit,,
,41014,Ore,,Zn-Sulfid-Erz - MVT,,
31184,,Ore,Pb-Sulfid-Erz - metamorph,,Schweiz,Wallis
,31184,Mineral,,Quarz,,
,31184,Mineral,,Sphalerit,,
,31184,Mineral,,Galenit,,
,31184,Ore,,Pb-Sulfid-Erz - metamorph,,
42497,,,Powellit/Scheelit,Powellit/Scheelit,Deutschland,Sachsen
,42497,Mineral,,Mischkristall Pyrit,,
,42497,Mineral,,Powellit/Scheelit,,
,42497,Ore,,Cu-Sulfid-Erz - MVT,,
32436,,Ore,Pb-Sulfid-Erz - Ba-F-Formation,,Schweiz,Wallis
,32436,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,32436,Mineral,,Quarz,,
34472,,,Quarz,Quarz,Schweiz,Uri
,34472,Mineral,,Orthoklas,,
,34472,Mineral,,Apatit,,
,34472,Mineral,,Adular,,
,34472,Rock,,Granit,,
,34472,Mineral,,Quarz,,
,34472,Mineral,,Chlorit,,
43000,,Ore,Fe-Silikat-Oolith,,Schweiz,
,43000,Mineral,,Calcit,,
,43000,Mineral,,Chamosit,,
,43000,Rock,,Eisenoolith,,
,43000,Ore,,Fe-Silikat-Oolith,,
41866,,Rock,Rhyolith,,Slowakei,Banskobystrický (Banskobystricky )
,41866,Rock,,Rhyolith,,
,41866,Mineral,,Sanidin,,
,41866,Mineral,,Biotit,,
34583,,,Hämatit,Hämatit,Schweiz,Uri
,34583,Mineral,,Adular Calcit,,
,34583,Mineral,,Orthoklas,,
,34583,Mineral,,Apatit,,
,34583,Mineral,,Quarz,,
,34583,Mineral,,Chlorit,,
,34583,Mineral,,Hämatit,,
,34583,Rock,,Granit,,
39166,,Ore,Reduktionshof,,Schweiz,Zürich
,39166,Ore,,Reduktionshof,,
,39166,Mineral,,undefiniert,,
,39166,Mineral,,Roscoelith,,
,39166,Mineral,,Nickelin,,
,39166,Mineral,,Silber,,
36075,,Rock,Gneis s.l.,,Schweiz,Uri
,36075,Mineral,,Pyrit,,
,36075,Mineral,,Calcit,,
,36075,Rock,,Gneis s.l.,,
33732,,Rock,Phyllit,,Schweiz,Graubünden
,33732,Mineral,,Quarz,,
,33732,Rock,,Phyllit,,
43096,,,ohne Namen,ohne Namen,Oesterreich,Salzburg
,43096,Mineral,,ohne Namen,,
,43096,Mineral,,(s. Objektbemerkung),,
,43096,Ore,,noch nicht angegeben,,
40983,,,Talk,Talk,Finnland,Norra Karelen / Pohjois-Karjala
,40983,Mineral,,Talk,,
,40983,Rock,,Talkschiefer,,
30284,,Ore,Fe-Silikat-Oolith,,Schweiz,Bern
,30284,Mineral,,Chamosit,,
,30284,Mineral,,Magnetit,,
,30284,Ore,,Fe-Silikat-Oolith,,
34600,,,Chlorit,Chlorit,Schweiz,Uri
,34600,Rock,,Granit,,
,34600,Mineral,,Chlorit,,
29878,,Ore,"Au-Erz, polymetallisch - Gang-Typ",,Schweiz,Tessin
,29878,Mineral,,Pyrit,,
,29878,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
,29878,Mineral,,Galenit,,
,29878,Mineral,,Sphalerit,,
,29878,Mineral,,Arsenopyrit,,
41484,,,Galenit,Galenit,Japan,Akita
,41484,Mineral,,Pyrit,,
,41484,Ore,,Black ore (Kuroko) - Kuroko-Typ,,
,41484,Mineral,,Baryt,,
,41484,Mineral,,Galenit,,
34787,,,Chlorit,Chlorit,Schweiz,Uri
,34787,Rock,,Granit,,
,34787,Mineral,,Chlorit,,
40754,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40754,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40754,Rock,,Basalt s.l.,,
,40754,Mineral,,Kupfer,,
43111,,,Arsenopyrit,Arsenopyrit,Russland (Russische Föderation),Irkutsk / Irkutskaja / Irkutskaya
,43111,Mineral,,Mineral nicht bestimmt,,
,43111,Ore,,noch nicht angegeben,,
,43111,Mineral,,(s. Objektbem.) Arsenopyrit,,
32517,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32517,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32517,Mineral,,Chalkopyrit,,
40988,,,Galenit,Galenit,Schweden,Norrbottens län
,40988,Mineral,,Galenit,,
,40988,Ore,,Pb-Sulfid-Erz - MVT (Sandstein),,
22269,,,Scheelit,Scheelit,Schweiz,Wallis
,22269,Mineral,,Scheelit,,
,22269,Mineral,,Löllingit,,
,22269,Ore,,Au-Fe-As-Skarn - Skarn-Typ,,
41678,,,Chromit,Chromit,Südafrika,Limpopo
,41678,Ore,,Cr-Erz - kontinental mafisch-magmatisch,,
,41678,Mineral,,Chromit,,
,41678,Rock,,Anorthosit,,
39723,,,Baryt,Baryt,Schweiz,Bern
,39723,Mineral,,Baryt,,
,39723,Ore,,Barytgang - Ba-F-Formation,,
40515,,,Magnetit,Magnetit,Schweden,Norrbottens län
,40515,Mineral,,Magnetit,,
,40515,Ore,,Fe-Erz magnetitisch - Kiruna-Typ,,
,40515,Rock,,Granit,,
34612,,Rock,Granit,,Schweiz,Uri
,34612,Rock,,Granit,,
,34612,Mineral,,Laumontit,,
,34612,Mineral,,Chlorit,,
38108,,,Gips,Gips,_Land unbekannt,
,38108,Rock,,Gips,,
,38108,Mineral,,Gips,,
39488,,,Omphacit,Omphacit,Schweiz,
,39488,Mineral,,Omphacit,,
,39488,Rock,,Metagabbro - Eklogitfaziell,,
32691,,Rock,Chlorit-Schiefer,,Schweiz,Wallis
,32691,Rock,,Chlorit-Schiefer,,
,32691,Mineral,,Muskovit,,
,32691,Mineral,,Chlorit,,
2831,,Rock,Gips,,Schweiz,Bern
,2831,Mineral,,Gips,,
,2831,Rock,,Gips,,
33085,,,Roscoelith,Roscoelith,Deutschland,Baden-Württemberg
,33085,Ore,,Reduktionshof,,
,33085,Mineral,,Roscoelith,,
42268,,Ore,Lithium-Pegmatit,,Schweden,Stockholms län
,42268,Rock,,Granitpegmatit,,
,42268,Ore,,Lithium-Pegmatit,,
29315,,,Pyrop,Pyrop,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,29315,Mineral,,Diopsid,,
,29315,Mineral,,Pyrop,,
,29315,Mineral,,Zirkon,,
,29315,Rock,,"Kimberlit ""basaltisch"" - Schwermineralk.",,
,29315,Mineral,,Ilmenit,,
32171,,Ore,Fe-Erz hämatitisch - SEDEX,,Schweiz,St. Gallen
,32171,Mineral,,Mangan-Oxid/Hydroxid,,
,32171,Mineral,,Hämatit,,
,32171,Ore,,Fe-Erz hämatitisch - SEDEX,,
39077,,Ore,Reduktionshof,,Schweiz,Aargau
,39077,Mineral,,Anatas,,
,39077,Mineral,,Zirkon,,
,39077,Mineral,,Ilmenit,,
,39077,Ore,,Reduktionshof,,
39416,,,Quarz,Quarz,Schweiz,Bern
,39416,Rock,,Kalkstein,,
,39416,Mineral,,Quarz,,
34786,,,Epidot,Epidot,Schweiz,Uri
,34786,Mineral,,Epidot,,
,34786,Mineral,,Titanit,,
,34786,Rock,,Granit,,
31894,,,Eisenkarbonat,Eisenkarbonat,Schweiz,Graubünden
,31894,Mineral,,undef. Eisenhydroxid,,
,31894,Mineral,,Pyrit,,
,31894,Mineral,,Quarz,,
,31894,Mineral,,Limonit,,
,31894,Rock,,Glimmerschiefer,,
,31894,Mineral,,Eisenkarbonat,,
33806,,,Goethit,Goethit,Australien,Tasmania
,33806,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
,33806,Mineral,,Goethit,,
42234,,,Magnetit,Magnetit,Schweden,Uppsala län
,42234,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42234,Mineral,,Magnetit,,
36707,,,Ilmenit,Ilmenit,Schweiz,Uri
,36707,Mineral,,Pyrrhotin,,
,36707,Mineral,,Titanit,,
,36707,Mineral,,Quarz,,
,36707,Rock,,Gneis s.l.,,
,36707,Mineral,,Biotit,,
,36707,Mineral,,Calcit,,
,36707,Mineral,,Chlorit,,
,36707,Mineral,,Pyrit,,
,36707,Mineral,,Ilmenit,,
39174,,Ore,Reduktionshof,,Schweiz,Zürich
,39174,Mineral,,Roscoelith,,
,39174,Mineral,,Pechblende,,
,39174,Mineral,,Uraninit,,
,39174,Ore,,Reduktionshof,,
35314,,Ore,"Au-Erz, pyritisch - Gang-Typ",,Schweiz,Wallis
,35314,Mineral,,Chalkopyrit,,
,35314,Ore,,"Au-Erz, pyritisch - Gang-Typ",,
,35314,Mineral,,Pyrit,,
,35314,Mineral,,Tetraedrit,,
,35314,Mineral,,Gold,,
,35314,Mineral,,Quarz,,
41076,,,Franklinit,Franklinit,Vereinigte Staaten von Amerika (USA),New Jersey
,41076,Mineral,,Zinkit,,
,41076,Ore,,Zn-Fe-Mn-Oxiderz - metamorph,,
,41076,Mineral,,Franklinit,,
,41076,Mineral,,Calcit,,
43238,,,Azurit,Azurit,Peru,Lima
,43238,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
,43238,Mineral,,Malachit,,
,43238,Mineral,,Azurit,,
41163,,,Melilith,Melilith,Kanada,Quebec / Québec
,41163,Mineral,,Hauyn,,
,41163,Rock,,Okait,,
,41163,Mineral,,Melilith,,
32564,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32564,Mineral,,Chalkopyrit,,
,32564,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
42442,,,Kaolinit,Kaolinit,Slowakei,Banskobystrický (Banskobystricky )
,42442,Rock,,Kluftletten,,
,42442,Mineral,,Pyrit,,
,42442,Mineral,,Quarz,,
,42442,Mineral,,Kaolinit,,
31896,,,Quarz,Quarz,Schweiz,Graubünden
,31896,Mineral,,Quarz,,
,31896,Rock,,Phyllit,,
33816,,,Goethit,Goethit,Australien,New South Wales
,33816,Mineral,,Goethit,,
,33816,Mineral,,Quarz,,
,33816,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
22859,,,Coesit,Coesit,Vereinigte Staaten von Amerika (USA),Arizona
,22859,Mineral,,Coesit,,
,22859,Rock,,Schockmetamorpher Sandstein,,
42754,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,Gauteng / Rhawuti
,42754,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,42754,Rock,,Konglomerat,,
39127,,Ore,Reduktionshof,,Schweiz,Aargau
,39127,Mineral,,Uraninit,,
,39127,Mineral,,Pechblende Rammelsbergit,,
,39127,Ore,,Reduktionshof,,
38164,,,Almandin,Almandin,Schweiz,Tessin
,38164,Mineral,,Almandin,,
,38164,Rock,,Glimmerschiefer,,
41854,,,Forsterit,Forsterit,Slowakei,Banskobystrický (Banskobystricky )
,41854,Mineral,,Forsterit,,
,41854,Mineral,,Klinopyroxen,,
,41854,Rock,,Basanit,,
,41854,Mineral,,Plagioklas,,
32430,,Ore,Pb-Sulfid-Erz - Ba-F-Formation,,Schweiz,Wallis
,32430,Mineral,,Fluorit,,
,32430,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
34820,,,Anatas,Anatas,Schweiz,Uri
,34820,Mineral,,Calcit,,
,34820,Mineral,,Anatas,,
,34820,Rock,,Granit,,
,34820,Mineral,,Feldspat,,
,34820,Mineral,,Muskovit,,
,34820,Mineral,,Chlorit,,
,34820,Mineral,,Quarz,,
41672,,,Hornblende,Hornblende,Südafrika,
,41672,Mineral,,undefiniert,,
,41672,Mineral,,Hornblende,,
,41672,Rock,,Diorit,,
26981,,Ore,"Fe-Erz, pisolithisch",,Schweiz,Jura
,26981,Ore,,"Fe-Erz, pisolithisch",,
,26981,Mineral,,Kaolinit,,
,26981,Mineral,,Goethit,,
41247,,Ore,Cu-Sulfid-Erz - Gang-Typ,Cu-Sulfid-Erz - Gang-Typ,Peru,Lima
,41247,Mineral,,Tetraedrit,,
,41247,Mineral,,Baryt,,
,41247,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,41247,Mineral,,Chalkopyrit,,
42276,,,Spodumen,Spodumen,Schweden,Stockholms län
,42276,Mineral,,Spodumen,,
,42276,Ore,,Lithium-Pegmatit,,
,42276,Rock,,Granitpegmatit,,
42539,,,Fluorit,Fluorit,Deutschland,Bayern
,42539,Mineral,,Fluorit,,
,42539,Ore,,Fluoritgang - Ba-F-Formation,,
43270,,,Covellin,Covellin,Peru,Lima
,43270,Mineral,,Markasit,,
,43270,Ore,,Cu-Sulfid-Erz - zementativ,,
,43270,Mineral,,Covellin,,
,43270,Mineral,,Pyrit,,
31111,,Ore,Sulfid-Skarn - Skarn-Typ,,Australien,Tasmania
,31111,Ore,,Sulfid-Skarn - Skarn-Typ,,
,31111,Mineral,,Chalkopyrit,,
,31111,Mineral,,Sphalerit,,
,31111,Mineral,,Pyrrhotin,,
32676,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32676,Mineral,,Sphalerit,,
,32676,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32676,Mineral,,Pyrit,,
,32676,Mineral,,Galenit,,
,32676,Mineral,,Fahlerz,,
,32676,Mineral,,Quarz,,
38982,,,Kaolinit,Kaolinit,Deutschland,Niedersachsen
,38982,Rock,,Ton (unverfestigt),,
,38982,Mineral,,Kaolinit,,
43102,,,Mineral nicht bestimmt,Mineral nicht bestimmt,Antarktis,
,43102,Rock,,noch nicht angegeben,,
,43102,Ore,,noch nicht angegeben,,
,43102,Mineral,,(s. Objektbem.),,
,43102,Mineral,,Mineral nicht bestimmt,,
32719,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32719,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32719,Mineral,,Nickelhexahydrit,,
,32719,Mineral,,Quarz,,
,32719,Mineral,,Erythrin,,
,32719,Mineral,,Siderit,,
5191,,Rock,Granitpegmatit,,Finnland,
,5191,Mineral,,Feldspat,,
,5191,Rock,,Granitpegmatit,,
,5191,Mineral,,Quarz,,
39165,,Ore,Reduktionshof,,Schweiz,Zürich
,39165,Ore,,Reduktionshof,,
,39165,Mineral,,Anhydrit,,
42261,,,Mikroklin,Mikroklin,Schweden,Stockholms län
,42261,Mineral,,Mikroklin,,
,42261,Ore,,Lithium-Pegmatit,,
,42261,Rock,,Granitpegmatit,,
,42261,Mineral,,Amazonit,,
42724,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,Gauteng / Rhawuti
,42724,Rock,,Konglomerat,,
,42724,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
39251,,Ore,Reduktionshof,,Grossbritannien / Vereinigtes Königreich,England
,39251,Mineral,,Montroseit,,
,39251,Mineral,,Uraninit,,
,39251,Mineral,,Safflorit,,
,39251,Mineral,,Silber,,
,39251,Ore,,Reduktionshof,,
,39251,Mineral,,Covellin,,
,39251,Mineral,,Roscoelith,,
,39251,Mineral,,Domeykit,,
41903,,,Cafarsit,Cafarsit,Schweiz,Wallis
,41903,Mineral,,Cafarsit,,
,41903,Rock,,Muskovit-Biotit-Zweiglimmergneis,,
36247,,,Gips,Gips,Schweiz,Uri
,36247,Mineral,,Gips,,
,36247,Rock,,Gips,,
33488,,,Pyrit,Pyrit,Schweiz,Wallis
,33488,Mineral,,Galenit,,
,33488,Mineral,,Sphalerit,,
,33488,Mineral,,Pyrit,,
,33488,Rock,,noch nicht angegeben,,
41676,,,Chromit,Chromit,Südafrika,Limpopo
,41676,Rock,,Anorthosit,,
,41676,Ore,,Cr-Erz - kontinental mafisch-magmatisch,,
,41676,Mineral,,Chromit,,
42743,,,Fahlerz,Fahlerz,Schweiz,St. Gallen
,42743,Mineral,,Fahlerz,,
,42743,Ore,,noch nicht angegeben,,
,42743,Mineral,,Galenit,,
40403,,,Apatit,Apatit,Schweiz,Tessin
,40403,Mineral,,Biotit,,
,40403,Mineral,,Apatit,,
,40403,Rock,,Biotit-Apatitschiefer,,
29360,,Rock,Websterit (Mantelgestein),,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,29360,Mineral,,Forsterit,,
,29360,Mineral,,Diopsid,,
,29360,Rock,,Websterit (Mantelgestein),,
,29360,Mineral,,Chromdiopsid Enstatit,,
,29360,Mineral,,Pyrop,,
41185,,,Tetraedrit,Tetraedrit,Peru,
,41185,Mineral,,Galenit,,
,41185,Mineral,,Sphalerit,,
,41185,Ore,,Pb-Zn-Cu-Sulfid-Erz - Gang-Typ,,
,41185,Mineral,,Tetraedrit,,
,41185,Mineral,,Quarz,,
41020,,,Malachit,Malachit,Vereinigte Staaten von Amerika (USA),Missouri
,41020,Mineral,,Malachit,,
,41020,Rock,,Rhyolith,,
43422,,Ore,Fe-Erz magnetitisch - SEDEX,Fe-Erz magnetitisch - SEDEX,Schweiz,St. Gallen
,43422,Mineral,,Hämatit,,
,43422,Mineral,,Magnetit,,
,43422,Ore,,Fe-Erz magnetitisch - SEDEX,,
,43422,Mineral,,Pyrit,,
32121,,Rock,Kalkstein,,Schweiz,Bern
,32121,Rock,,Kalkstein,,
,32121,Mineral,,Calcit,,
42583,,,Stibnit,Stibnit,Oesterreich,Kärnten
,42583,Rock,,Glimmerschiefer,,
,42583,Mineral,,Stibnit,,
,42583,Ore,,Sb-Sulfid-Erz - Gang-Typ,,
32685,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32685,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32685,Mineral,,Fahlerz,,
,32685,Mineral,,Pyrit,,
,32685,Mineral,,Chalkopyrit,,
,32685,Mineral,,Quarz,,
39258,,Ore,Reduktionshof,,Grossbritannien / Vereinigtes Königreich,England
,39258,Ore,,Reduktionshof,,
,39258,Mineral,,Roscoelith,,
40550,,,Calcit,Calcit,Vereinigte Staaten von Amerika (USA),Michigan
,40550,Mineral,,Quarz,,
,40550,Mineral,,Calcit,,
,40550,Rock,,Basalt s.l.,,
,40550,Mineral,,Ankerit,,
32077,,Rock,Sand (s.l.),,Schweiz,Bern
,32077,Rock,,Sand (s.l.),,
,32077,Mineral,,Quarz,,
41269,,,Realgar,Realgar,Peru,Huancavelica / Wankawelika / Wankawillka
,41269,Ore,,Pb-Cu-Ag-Sb-Bi-As-Sulfiderz - Gang-Typ,,
,41269,Mineral,,Realgar,,
41099,,,Quarz,Quarz,Schweiz,Uri
,41099,Mineral,,Apatit,,
,41099,Mineral,,Rauchquarz Orthoklas,,
,41099,Mineral,,Adular Albit,,
,41099,Mineral,,Quarz,,
,41099,Rock,,Granit,,
,41099,Mineral,,Epidot,,
41483,,,Sphalerit,Sphalerit,Japan,Akita
,41483,Ore,,Black ore (Kuroko) - Kuroko-Typ,,
,41483,Mineral,,Baryt,,
,41483,Mineral,,Sphalerit,,
,41483,Mineral,,Pyrit,,
42120,,,Pyrargyrit,Pyrargyrit,Mexiko,Guerrero
,42120,Mineral,,Akanthit,,
,42120,Mineral,,Sphalerit,,
,42120,Mineral,,Pyrargyrit,,
,42120,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42120,Mineral,,Pyrit,,
41126,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41126,Rock,,Impaktbrekzie,,
,41126,Mineral,,Markasit,,
32085,,Rock,Sand (s.l.),,Schweiz,Bern
,32085,Mineral,,Quarz,,
,32085,Rock,,Sand (s.l.),,
41688,,,Olivin,Olivin,Südafrika,Limpopo
,41688,Ore,,Ni-Cu-PGE-Sulfid-Erz - kontinental mafisch-magmatisch,,
,41688,Rock,,Pyroxenit s.l. (plutonisch),,
,41688,Mineral,,Olivin,,
,41688,Mineral,,Olivin allgemein,,
33623,,Ore,"Mn-Erz, silikatisch - metamorph",,Schweiz,Graubünden
,33623,Ore,,"Mn-Erz, silikatisch - metamorph",,
,33623,Mineral,,Braunit,,
35376,,,Calcit,Calcit,Schweiz,Uri
,35376,Mineral,,Calcit,,
,35376,Mineral,,Chlorit,,
,35376,Rock,,Granit,,
40923,,,Arsenopyrit,Arsenopyrit,Deutschland,Bayern
,40923,Mineral,,Arsenopyrit,,
,40923,Ore,,Sulfid-Erz polymetallisch - metamorph,,
40784,,,Datolith,Datolith,Vereinigte Staaten von Amerika (USA),Michigan
,40784,Mineral,,Quarz,,
,40784,Mineral,,Kupfer,,
,40784,Mineral,,Datolith,,
,40784,Mineral,,Epidot,,
,40784,Ore,,Cu-Metall-Erz - Michigan-Typ,,
41949,,,Grossular,Grossular,Schweiz,Wallis
,41949,Mineral,,Hessonit Diopsid,,
,41949,Rock,,Rodingit (Rhodingit),,
,41949,Mineral,,Grossular,,
,41949,Mineral,,Klinochlor,,
42793,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,Gauteng / Rhawuti
,42793,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,42793,Rock,,Konglomerat,,
33994,,Rock,Granodiorit,,Schweiz,Bern
,33994,Mineral,,Epidot,,
,33994,Rock,,Granodiorit,,
39209,,Ore,Reduktionshof,,Schweiz,Aargau
,39209,Mineral,,Pt-Au-phase,,
,39209,Mineral,,Clausthalit,,
,39209,Mineral,,Gold,,
,39209,Mineral,,Crookesit,,
,39209,Mineral,,Silber,,
,39209,Mineral,,Berzelianit,,
,39209,Ore,,Reduktionshof,,
32489,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32489,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32489,Mineral,,Kobaltit,,
,32489,Mineral,,Nickelin,,
41597,,,Dolomit,Dolomit,Oesterreich,Vorarlberg
,41597,Mineral,,Dolomit,,
,41597,Rock,,Dolomit-Rhythmit,,
42752,,,Pyrit,Pyrit,Südafrika,Gauteng / Rhawuti
,42752,Rock,,Konglomerat,,
,42752,Mineral,,Pyrit,,
,42752,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
39616,,,Calcit,Calcit,Schweiz,Bern
,39616,Rock,,Kalktuff,,
,39616,Mineral,,Calcit,,
39467,,Rock,Siltstein,,Kanada,Ontario
,39467,Rock,,Siltstein,,
,39467,Mineral,,Siderit,,
,39467,Mineral,,Pyrit,,
39135,,Ore,Reduktionshof,,Schweiz,Aargau
,39135,Mineral,,Pechblende,,
,39135,Ore,,Reduktionshof,,
,39135,Mineral,,Roscoelith,,
,39135,Mineral,,Rammelsbergit,,
,39135,Mineral,,Uraninit,,
40836,,,Pyrit,Pyrit,Spanien,Andalucía (Andalucia)
,40836,Mineral,,Pyrit,,
,40836,Ore,,"Pyrit, massiv - SEDEX",,
42968,,Rock,Eklogit,,Schweiz,Bern
,42968,Rock,,Eklogit,,
,42968,Mineral,,Muskovit,,
,42968,Mineral,,Granat,,
,42968,Mineral,,Omphacit,,
39060,,Ore,Reduktionshof,,Schweiz,Aargau
,39060,Mineral,,Tennantit,,
,39060,Mineral,,Nickelin,,
,39060,Mineral,,Pechblende,,
,39060,Mineral,,Safflorit,,
,39060,Mineral,,Coffinit,,
,39060,Ore,,Reduktionshof,,
,39060,Mineral,,Chalkopyrit,,
,39060,Mineral,,Maucherit,,
,39060,Mineral,,Rammelsbergit,,
,39060,Mineral,,Uraninit,,
43239,,,Azurit,Azurit,Peru,Lima
,43239,Mineral,,Azurit,,
,43239,Mineral,,undef. Eisenhydroxid,,
,43239,Mineral,,Limonit,,
,43239,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
32686,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32686,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32686,Mineral,,Fahlerz,,
1119,,,Bismuthinit,Bismuthinit,Schweiz,Wallis
,1119,Mineral,,Bismuthinit,,
,1119,Mineral,,Chalkopyrit,,
,1119,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
41132,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41132,Mineral,,Markasit,,
,41132,Rock,,Impaktbrekzie,,
39169,,Ore,Reduktionshof,,Schweiz,Zürich
,39169,Mineral,,undefiniert,,
,39169,Mineral,,Roscoelith,,
,39169,Mineral,,Silber,,
,39169,Mineral,,Nickelin,,
,39169,Ore,,Reduktionshof,,
34597,,Rock,Granit,,Schweiz,Uri
,34597,Mineral,,Chlorit,,
,34597,Rock,,Granit,,
40189,,Ore,Schwermineralkonzentrat,,Italien,Piemonte
,40189,Mineral,,Magnetit,,
,40189,Ore,,Schwermineralkonzentrat,,
,40189,Mineral,,Almandin,,
41190,,Ore,Pb-Zn-Cu-Sulfid-Erz - Gang-Typ,Pb-Zn-Cu-Sulfid-Erz - Gang-Typ,Peru,
,41190,Ore,,Pb-Zn-Cu-Sulfid-Erz - Gang-Typ,,
