catalog_number,is_part_of,material_category,cataloged_name,authoritative_name,country_name,first_order_division
,33329,Mineral,,Graftonit,,
,33329,Mineral,,Vivianit,,
,33329,Mineral,,Apatit,,
,33329,Mineral,,allgemein Granat,,
,33329,Rock,,Granitpegmatit,,
,33329,Mineral,,Turmalin,,
,33329,Mineral,,Chlorit,,
29374,,Rock,"Kimberlit ""basaltisch"" - allgemein",,Vereinigte Staaten von Amerika (USA),Colorado
,29374,Rock,,"Kimberlit ""basaltisch"" - allgemein",,
,29374,Mineral,,Calcit,,
,29374,Mineral,,Antigorit,,
53918,,Ore,Bauxit,Bauxit,Schweiz,Wallis
,53918,Mineral,,Magnetit,,
,53918,Ore,,Bauxit,,
42321,,Rock,Serpentinit,,Schweiz,Graubünden
,42321,Rock,,Serpentinit,,
,42321,Mineral,,Chrysotil,,
,42321,Mineral,,Lizardit,,
,42321,Mineral,,Chlorit,,
,42321,Mineral,,Calcit,,
,42321,Mineral,,Magnetit,,
38132,,,Talk,Talk,Schweiz,Wallis
,38132,Rock,,Talkschiefer,,
,38132,Mineral,,Talk,,
34825,,,Laumontit,Laumontit,Schweiz,Uri
,34825,Rock,,Granit,,
,34825,Mineral,,Laumontit,,
35313,,Ore,"Au-Erz, pyritisch - Gang-Typ",,Schweiz,Wallis
,35313,Mineral,,Tetraedrit,,
,35313,Mineral,,Pyrit,,
,35313,Ore,,"Au-Erz, pyritisch - Gang-Typ",,
,35313,Mineral,,Chalkopyrit,,
,35313,Mineral,,Quarz,,
,35313,Mineral,,Gold,,
32658,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32658,Mineral,,Baryt,,
,32658,Mineral,,Fahlerz,,
,32658,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
40779,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40779,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40779,Rock,,Basalt s.l.,,
,40779,Mineral,,Kupfer,,
,40779,Mineral,,Epidot,,
,40779,Mineral,,Albit,,
,40779,Mineral,,Quarz,,
32675,,Rock,Chlorit-Schiefer,,Schweiz,Wallis
,32675,Mineral,,Chlorit,,
,32675,Mineral,,Muskovit,,
,32675,Rock,,Chlorit-Schiefer,,
3228,,,Turmalin,Turmalin,Schweiz,Tessin
,3228,Mineral,,Pyrit,,
,3228,Mineral,,allgemein Rutil,,
,3228,Rock,,Dolomit,,
,3228,Mineral,,Turmalin,,
32707,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32707,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32707,Mineral,,Nickel-Skutterudit,,
,32707,Mineral,,Siderit,,
,32707,Mineral,,Annabergit,,
,32707,Mineral,,Chloanthit Nickelin,,
4803,,,Hämatit,Hämatit,Schweiz,St. Gallen
,4803,Ore,,Fe-Erz hämatitisch - SEDEX,,
,4803,Mineral,,Hämatit,,
53661,,Rock,Mergel,,Schweiz,Bern
,53661,Mineral,,Illit Calcit,,
,53661,Mineral,,Hämatit,,
,53661,Mineral,,Chamosit,,
,53661,Rock,,Mergel,,
,53661,Mineral,,Muskovit,,
41835,,Rock,Diorit,,Grossbritannien / Vereinigtes Königreich,England
,41835,Mineral,,undefiniert,,
,41835,Mineral,,Alkalifeldspat,,
,41835,Mineral,,Plagioklas,,
,41835,Rock,,Diorit,,
,41835,Mineral,,Klinopyroxen,,
,41835,Mineral,,Hornblende,,
40350,,,Galenit,Galenit,Vereinigte Staaten von Amerika (USA),Missouri
,40350,Mineral,,Galenit,,
,40350,Ore,,Pb-Sulfid-Erz - MVT,,
42172,,,Chlorargyrit,Chlorargyrit,Chile,
,42172,Ore,,Polymetallisches Erz,,
,42172,Mineral,,Chlorargyrit,,
39676,,,Calcit,Calcit,Schweiz,Bern
,39676,Rock,,Kalkstein,,
,39676,Mineral,,Calcit,,
32726,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32726,Mineral,,Chalkopyrit,,
,32726,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32726,Mineral,,Siderit,,
,32726,Mineral,,Quarz,,
,32726,Mineral,,Fahlerz,,
35377,,,Calcit,Calcit,Schweiz,Uri
,35377,Mineral,,undef. Eisenhydroxid,,
,35377,Rock,,Granit,,
,35377,Mineral,,Calcit,,
,35377,Mineral,,Chlorit,,
,35377,Mineral,,Hämatit,,
,35377,Mineral,,Limonit,,
29810,,Ore,Zn-Sulfid-Erz - metamorph,,Schweiz,Uri
,29810,Mineral,,Pyrrhotin,,
,29810,Mineral,,Pyrit,,
,29810,Ore,,Zn-Sulfid-Erz - metamorph,,
,29810,Mineral,,Sphalerit,,
42416,,,Limonit,Limonit,Frankreich,Moselle
,42416,Mineral,,Limonit,,
,42416,Mineral,,undef. Eisenhydroxid,,
,42416,Rock,,Eisenoolith,,
,42416,Ore,,Fe-Oolith - Allgemein,,
37999,,Ore,Fe-Oxid-Erz - Superior-BIF,,Australien,Western Australia
,37999,Ore,,Fe-Oxid-Erz - Superior-BIF,,
,37999,Mineral,,Riebeckit,,
,37999,Mineral,,Hämatit,,
32701,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32701,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32701,Mineral,,Nickelin,,
,32701,Mineral,,Chloanthit Siderit,,
,32701,Mineral,,Nickel-Skutterudit,,
32587,,,Orthoklas,Orthoklas,Schweiz,Graubünden
,32587,Rock,,noch nicht angegeben,,
,32587,Mineral,,Adular Chlorit,,
,32587,Mineral,,Orthoklas,,
42471,,,Pyrrhotin,Pyrrhotin,Deutschland,Sachsen
,42471,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,42471,Mineral,,Pyrrhotin,,
,42471,Mineral,,Chalkopyrit,,
,42471,Mineral,,Sphalerit,,
42180,,,Galenit,Galenit,Chile,
,42180,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42180,Mineral,,Galenit,,
6956,,,Galenit,Galenit,Schweiz,Wallis
,6956,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,6956,Mineral,,Tetraedrit,,
,6956,Mineral,,Chalkopyrit,,
,6956,Mineral,,Fahlerz,,
,6956,Mineral,,Galenit,,
41587,,,Kassiterit,Kassiterit,Malaysia,
,41587,Ore,,Sn-Seife,,
,41587,Mineral,,Kassiterit,,
31474,,,Chlorit,Chlorit,Schweiz,Bern
,31474,Rock,,Granitisches Gestein,,
,31474,Mineral,,Chlorit,,
32439,,Ore,Pb-Sulfid-Erz - Ba-F-Formation,,Schweiz,Wallis
,32439,Mineral,,Galenit,,
,32439,Mineral,,Calcit,,
,32439,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,32439,Mineral,,Fluorit,,
32670,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32670,Mineral,,Quarz,,
,32670,Mineral,,Skorodit,,
,32670,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
35060,,,Calcit,Calcit,Schweiz,Neuenburg
,35060,Rock,,Kalkstein,,
,35060,Mineral,,Kaolinit,,
,35060,Mineral,,Smektit,,
,35060,Mineral,,Calcit,,
,35060,Mineral,,Illit Quarz,,
,35060,Mineral,,s.l.,,
,35060,Mineral,,Muskovit,,
41514,,,Wolframit,Wolframit,Malaysia,Terengganu
,41514,Mineral,,Quarz,,
,41514,Ore,,Wolframit-Erz - Gang-Typ,,
,41514,Mineral,,Wolframit,,
,41514,Mineral,,Scheelit,,
42626,,,Magnetit,Magnetit,Italien,Piemonte
,42626,Mineral,,Magnetit,,
,42626,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
48159,,Rock,Rodingit (Rhodingit),,Schweiz,Wallis
,48159,Mineral,,Chlorit,,
,48159,Rock,,Rodingit (Rhodingit),,
,48159,Mineral,,Grossular,,
,48159,Mineral,,Diopsid,,
34595,,,Orthoklas,Orthoklas,Schweiz,Uri
,34595,Mineral,,Adular Chlorit,,
,34595,Rock,,Granit,,
,34595,Mineral,,Quarz,,
,34595,Mineral,,Orthoklas,,
40822,,,Hämatit,Hämatit,Spanien,
,40822,Ore,,Fe-Oolith hämatitisch,,
,40822,Mineral,,Hämatit,,
40847,,,Sphalerit,Sphalerit,Spanien,Cantabria
,40847,Ore,,Zn-Sulfid-Erz - MVT,,
,40847,Mineral,,Sphalerit,,
,40847,Mineral,,Galenit,,
34629,,,Fluorit,Fluorit,Schweiz,Uri
,34629,Mineral,,Fluorit,,
,34629,Rock,,Granit,,
,34629,Mineral,,Quarz,,
34608,,Rock,Granit,,Schweiz,Uri
,34608,Rock,,Granit,,
,34608,Mineral,,Laumontit,,
,34608,Mineral,,Quarz,,
,34608,Mineral,,Feldspat,,
40901,,,Galenit,Galenit,Deutschland,Nordrhein-Westfalen
,40901,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
,40901,Mineral,,Sphalerit,,
,40901,Mineral,,Galenit,,
,40901,Mineral,,Quarz,,
,40901,Mineral,,Ankerit,,
31455,,,Zirkon,Zirkon,Schweiz,Bern
,31455,Mineral,,Zirkon,,
,31455,Rock,,Granodiorit,,
43081,,,ohne Namen,ohne Namen,Deutschland,Baden-Württemberg
,43081,Mineral,,ohne Namen,,
,43081,Ore,,noch nicht angegeben,,
,43081,Mineral,,(s. Objektbemerkung),,
29806,,,Sphalerit,Sphalerit,Schweiz,Uri
,29806,Mineral,,Sphalerit,,
,29806,Mineral,,Quarz,,
,29806,Mineral,,Chalkopyrit,,
,29806,Ore,,Zn-Sulfid-Erz - metamorph,,
,29806,Mineral,,Pyrit,,
40115,,,Braunit,Braunit,Schweiz,Graubünden
,40115,Rock,,Radiolarit,,
,40115,Mineral,,Braunit,,
6243,,,Nephrit,Nephrit,Neuseeland,
,6243,Rock,,Nephrit,,
,6243,Mineral,,Nephrit,,
41523,,,Pentlandit,Pentlandit,Australien,Western Australia
,41523,Mineral,,Chalkopyrit,,
,41523,Mineral,,Pyrrhotin,,
,41523,Ore,,Ni-Cu-Sulfid-Erz - komatiitisch,,
,41523,Mineral,,Pentlandit,,
41513,,,Kassiterit,Kassiterit,"China, Volksrepublik",Guangxi Zhuang
,41513,Mineral,,Danait,,
,41513,Ore,,"Sn-Erz, oxidisch - Gang-Typ Greisen",,
,41513,Mineral,,Arsenopyrit,,
,41513,Mineral,,Calcit,,
,41513,Mineral,,Kassiterit,,
39101,,Ore,Reduktionshof,,Schweiz,Aargau
,39101,Mineral,,Roscoelith,,
,39101,Mineral,,Rammelsbergit,,
,39101,Ore,,Reduktionshof,,
27035,,Ore,Cr-Erz - kontinental mafisch-magmatisch,,Südafrika,
,27035,Ore,,Cr-Erz - kontinental mafisch-magmatisch,,
,27035,Mineral,,Chromit,,
34452,,,Fluorit,Fluorit,Schweiz,Uri
,34452,Rock,,Granit,,
,34452,Mineral,,Chlorit,,
,34452,Mineral,,Fluorit,,
36248,,Rock,Quarzitischer Gneis,,Schweiz,Uri
,36248,Rock,,Quarzitischer Gneis,,
,36248,Mineral,,Quarz,,
32878,,Ore,Cu-Sulfid-Erz - metamorph,,Schweiz,Wallis
,32878,Ore,,Cu-Sulfid-Erz - metamorph,,
,32878,Mineral,,Malachit,,
,32878,Mineral,,Chalkopyrit,,
31087,,,Hämatit,Hämatit,Vereinigte Staaten von Amerika (USA),Michigan
,31087,Ore,,Fe-Oxid-Erz - Superior-BIF,,
,31087,Mineral,,Hämatit,,
42499,,,Galenit,Galenit,Deutschland,Sachsen
,42499,Mineral,,Galenit,,
,42499,Ore,,Pb-Sulfid-Erz - Gang-Typ,,
,42499,Mineral,,Quarz,,
,42499,Mineral,,Pyrit,,
32702,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32702,Mineral,,Siderit,,
,32702,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
32516,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32516,Mineral,,Chalkopyrit,,
,32516,Mineral,,Malachit,,
,32516,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32516,Mineral,,Quarz,,
41495,,,Sphalerit,Sphalerit,Japan,Gifu / Gihu
,41495,Ore,,Zn-Sulfid-Erz - Skarn-Typ,,
,41495,Mineral,,Calcit,,
,41495,Mineral,,Sphalerit,,
32497,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32497,Mineral,,Fahlerz,,
,32497,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32497,Mineral,,Quarz,,
32682,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32682,Mineral,,Chalkopyrit,,
,32682,Mineral,,Pyrit,,
,32682,Mineral,,Quarz,,
,32682,Mineral,,Fahlerz,,
,32682,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
35852,,,Rutil,Rutil,Schweiz,Uri
,35852,Mineral,,Chlorit,,
,35852,Mineral,,Pyrit,,
,35852,Mineral,,Rutil,,
,35852,Mineral,,Hämatit,,
,35852,Rock,,Gneis s.l.,,
42480,,,Akanthit,Akanthit,Deutschland,Sachsen
,42480,Mineral,,Akanthit,,
,42480,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42480,Mineral,,Fluorit,,
40949,,,Chalkopyrit,Chalkopyrit,Oesterreich,Salzburg
,40949,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,40949,Mineral,,Chalkopyrit,,
40231,,,Quarz,Quarz,Jordanien,
,40231,Rock,,Schockmetamorpher Quarzsand,,
,40231,Mineral,,Quarz,,
40476,,,Sphalerit,Sphalerit,Vereinigte Staaten von Amerika (USA),Illinois
,40476,Mineral,,Sphalerit,,
,40476,Mineral,,Fluorit,,
,40476,Ore,,Zn-Sulfid-Erz - MVT,,
32662,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32662,Mineral,,Baryt,,
,32662,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
5220,,,Jadeit,Jadeit,Schweiz,Bern
,5220,Rock,,Jadeitite,,
,5220,Mineral,,Jadeit,,
41894,,,Aragonit,Aragonit,Oesterreich,Steiermark
,41894,Rock,,Serpentinit,,
,41894,Mineral,,Aragonit,,
35418,,,Hämatit,Hämatit,Schweiz,Uri
,35418,Rock,,Granit,,
,35418,Mineral,,Hämatit,,
42303,,Rock,Metabasalt,,Schweiz,Graubünden
,42303,Rock,,Metabasalt,,
,42303,Mineral,,Albit,,
,42303,Mineral,,Calcit,,
,42303,Mineral,,Titanit,,
,42303,Mineral,,Epidot,,
,42303,Mineral,,Chlorit,,
,42303,Mineral,,Aktinolith,,
39065,,Ore,Reduktionshof,,Schweiz,Aargau
,39065,Mineral,,Roscoelith,,
,39065,Ore,,Reduktionshof,,
6934,,,Galenit,Galenit,Schweiz,Wallis
,6934,Mineral,,Galenit,,
,6934,Mineral,,Quarz,,
,6934,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
40412,,,Quarz,Quarz,Schweiz,Thurgau
,40412,Mineral,,Biotit,,
,40412,Rock,,Bentonit,,
,40412,Mineral,,Orthoklas,,
,40412,Mineral,,Quarz,,
42112,,,Akanthit,Akanthit,Mexiko,Guanajuato
,42112,Mineral,,Chalkopyrit,,
,42112,Mineral,,Akanthit,,
,42112,Mineral,,Pyrit,,
,42112,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
,42112,Mineral,,Quarz,,
32671,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32671,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32671,Mineral,,Wismut,,
42405,,,Pyrolusit,Pyrolusit,Bosnien-Herzegowina,Federacija Bosne i Hercegovine
,42405,Mineral,,Pyrolusit,,
,42405,Ore,,Mn-Oxiderz,,
40994,,,Quarz,Quarz,Schweiz,St. Gallen
,40994,Mineral,,Quarz,,
,40994,Rock,,Sand - Silikatisch,,
30466,,Rock,Lherzolith (Mantelgestein),,Russland (Russische Föderation),
,30466,Mineral,,Forsterit,,
,30466,Rock,,Lherzolith (Mantelgestein),,
41111,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41111,Rock,,Impaktbrekzie,,
,41111,Mineral,,Galenit,,
,41111,Mineral,,Markasit,,
41041,,,Quarz,Quarz,Vereinigte Staaten von Amerika (USA),California
,41041,Mineral,,Aragonit,,
,41041,Rock,,Sandstein,,
,41041,Mineral,,Quarz,,
39107,,Ore,Reduktionshof,,Schweiz,Aargau
,39107,Mineral,,Zirkon,,
,39107,Ore,,Reduktionshof,,
,39107,Mineral,,Anatas,,
36016,,Rock,Gneis s.l.,,Schweiz,Uri
,36016,Rock,,Gneis s.l.,,
,36016,Mineral,,Pyrit,,
42322,,Rock,Metagabbro,,Schweiz,Graubünden
,42322,Mineral,,Titanit,,
,42322,Mineral,,Albit,,
,42322,Mineral,,Diopsid,,
,42322,Rock,,Metagabbro,,
,42322,Mineral,,Chlorit,,
,42322,Mineral,,Epidot,,
38110,,,Gips,Gips,Schweiz,Waadt
,38110,Rock,,Gips,,
,38110,Mineral,,Gips,,
6768,,,Hämatit,Hämatit,Schweiz,St. Gallen
,6768,Ore,,Fe-Erz hämatitisch - SEDEX,,
,6768,Mineral,,Hämatit,,
36009,,,Quarz,Quarz,Schweiz,Uri
,36009,Mineral,,Quarz,,
,36009,Rock,,Gneis s.l.,,
37940,,Rock,Aplit,,Deutschland,Baden-Württemberg
,37940,Mineral,,Coesit,,
,37940,Mineral,,Quarz,,
,37940,Rock,,Aplit,,
39893,,,Serpentin,Serpentin,Deutschland,Sachsen
,39893,Mineral,,undefiniert,,
,39893,Mineral,,Serpentin,,
,39893,Rock,,Serpentinit,,
41503,,,Rhodonit,Rhodonit,Japan,Nagano
,41503,Mineral,,Spessartin,,
,41503,Mineral,,Rhodochrosit,,
,41503,Ore,,"Mn-Erz, silikatisch - metamorph",,
,41503,Mineral,,Rhodonit,,
,41503,Mineral,,Hausmannit,,
31453,,Rock,Granodiorit,,Schweiz,Bern
,31453,Mineral,,Quarz,,
,31453,Rock,,Granodiorit,,
,31453,Mineral,,Rauchquarz,,
33810,,,Goethit,Goethit,Australien,New South Wales
,33810,Mineral,,Azurit,,
,33810,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
,33810,Mineral,,Malachit,,
,33810,Mineral,,Goethit,,
41579,,Ore,Sn-Seife,Sn-Seife,Malaysia,
,41579,Mineral,,Pyrit,,
,41579,Ore,,Sn-Seife,,
,41579,Mineral,,Kassiterit,,
34469,,,Quarz,Quarz,Schweiz,Uri
,34469,Mineral,,Quarz,,
,34469,Rock,,Granit,,
,34469,Mineral,,Chlorit,,
467,,,Arsenopyrit,Arsenopyrit,Schweiz,Wallis
,467,Mineral,,Chalkopyrit,,
,467,Mineral,,Pyrrhotin,,
,467,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,467,Mineral,,Arsenopyrit,,
42170,,,Chlorargyrit,Chlorargyrit,Chile,
,42170,Mineral,,Chlorargyrit,,
,42170,Ore,,Polymetallisches Erz,,
43839,,Ore,"Au-Erz, polymetallisch - Gang-Typ","Au-Erz, polymetallisch - Gang-Typ",Schweiz,Tessin
,43839,Mineral,,Arsenopyrit,,
,43839,Mineral,,Gold,,
,43839,Mineral,,Pyrit,,
,43839,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
,43839,Mineral,,Chalkopyrit,,
,43839,Mineral,,Sphalerit,,
40150,,,Quarz,Quarz,Australien,New South Wales
,40150,Rock,,Basalt s.l.,,
,40150,Mineral,,Chalcedon/Chert,,
,40150,Mineral,,Quarz,,
40010,,Rock,Schockmetamorpher Quarzsand,,Saudi-Arabien,
,40010,Rock,,Schockmetamorpher Quarzsand,,
,40010,Mineral,,Quarz,,
,40010,Mineral,,Sanidin,,
32846,,,Calcit,Calcit,Schweiz,Tessin
,32846,Mineral,,Quarz,,
,32846,Mineral,,Calcit,,
,32846,Mineral,,allgemein Epidot,,
,32846,Rock,,noch nicht angegeben,,
,32846,Mineral,,Glimmer,,
,32846,Mineral,,Albit,,
40352,,,Chalkopyrit,Chalkopyrit,Vereinigte Staaten von Amerika (USA),Missouri
,40352,Mineral,,Chalkopyrit,,
,40352,Mineral,,Siegenit,,
,40352,Mineral,,Pyrit,,
,40352,Ore,,Cu-Sulfid-Erz - MVT,,
41103,,,Pyrit,Pyrit,Vereinigte Staaten von Amerika (USA),Missouri
,41103,Rock,,Dolomit,,
,41103,Mineral,,Markasit,,
,41103,Mineral,,Pyrit,,
40759,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40759,Mineral,,Calcit,,
,40759,Mineral,,Kupfer,,
,40759,Mineral,,Prehnit,,
,40759,Ore,,Cu-Metall-Erz - Michigan-Typ,,
42326,,Rock,Rodingit (Rhodingit),,Schweiz,Graubünden
,42326,Rock,,Rodingit (Rhodingit),,
,42326,Mineral,,Vesuvian (Vesuvianit),,
,42326,Mineral,,Grossular,,
,42326,Mineral,,Chlorit,,
,42326,Mineral,,Hydrogrossular,,
,42326,Mineral,,Epidot,,
39527,,,Phillipsit,Phillipsit,Deutschland,Baden-Württemberg
,39527,Mineral,,Augit,,
,39527,Rock,,Foidbasalt,,
,39527,Mineral,,Phillipsit,,
40788,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40788,Mineral,,Kupfer,,
,40788,Ore,,Cu-Metall-Erz - Michigan-Typ,,
41100,,,Fluorit,Fluorit,Vereinigte Staaten von Amerika (USA),
,41100,Mineral,,Fluorit,,
,41100,Ore,,Fluorit-Erz - MVT,,
41669,,,Magnetit,Magnetit,Südafrika,Limpopo
,41669,Mineral,,Magnetit,,
,41669,Ore,,Fe-Erz magnetitisch - kontinental mafisch-magmatisch,,
41448,,,Magnetit,Magnetit,Chile,
,41448,Mineral,,Apatit,,
,41448,Mineral,,Magnetit,,
,41448,Ore,,Fe-Oxid-Erz extrusiv,,
40783,,,Datolith,Datolith,Vereinigte Staaten von Amerika (USA),Michigan
,40783,Mineral,,Kupfer,,
,40783,Mineral,,Datolith,,
,40783,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40783,Mineral,,Quarz,,
,40783,Mineral,,Epidot,,
42127,,,Wolframit,Wolframit,Bolivien,La Paz
,42127,Mineral,,Kassiterit,,
,42127,Mineral,,Wolframit,,
,42127,Ore,,Sn-Wolframit-Erz - Gang-Typ,,
42203,,,Cuprit,Cuprit,Australien,Queensland
,42203,Mineral,,Cuprit,,
,42203,Ore,,Cu-Sulfid-Erz - SEDEX,,
,42203,Mineral,,Malachit,,
42220,,,Magnetit,Magnetit,Schweden,Uppsala län
,42220,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42220,Mineral,,Magnetit,,
32724,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32724,Mineral,,Fahlerz,,
,32724,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
29353,,Rock,"Kimberlit ""basaltisch"" - Schwermineralk.",,Südafrika,Free State / Vrystaat / Freyistata / Fuleyisitata
,29353,Mineral,,Pyrop,,
,29353,Rock,,"Kimberlit ""basaltisch"" - Schwermineralk.",,
,29353,Mineral,,Ilmenit,,
42621,,,Malachit,Malachit,_Land unbekannt,
,42621,Mineral,,Malachit,,
,42621,Rock,,Kalkstein,,
,42621,Mineral,,Quarz,,
,42621,Mineral,,Azurit,,
41308,,,Revoredoit,Revoredoit,Peru,
,41308,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
,41308,Mineral,,Gratonit,,
,41308,Mineral,,Revoredoit,,
42122,,,Akanthit,Akanthit,Mexiko,Hidalgo
,42122,Mineral,,Quarz,,
,42122,Mineral,,Calcit,,
,42122,Mineral,,Akanthit,,
,42122,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42122,Mineral,,Pyrit,,
42124,,,Baryt,Baryt,Schweiz,Jura
,42124,Rock,,Tonstein,,
,42124,Mineral,,Baryt,,
43099,,,ohne Namen,ohne Namen,Oesterreich,Salzburg
,43099,Mineral,,ohne Namen,,
,43099,Ore,,noch nicht angegeben,,
,43099,Mineral,,(s. Objektbemerkung),,
40501,,,Riebeckit,Riebeckit,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,40501,Mineral,,Quarz,,
,40501,Ore,,Asbest krokydolithisch - Superior-BIF,,
,40501,Mineral,,Riebeckit,,
39496,,Ore,Schwermineralkonzentrat,,Schweiz,Graubünden
,39496,Mineral,,Epidot,,
,39496,Mineral,,Ilmenit,,
,39496,Mineral,,Magnetit,,
,39496,Mineral,,Gold,,
,39496,Ore,,Schwermineralkonzentrat,,
33983,,Rock,Granit,,Schweiz,Bern
,33983,Mineral,,Albit,,
,33983,Rock,,Granit,,
42730,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,Gauteng / Rhawuti
,42730,Rock,,Konglomerat,,
,42730,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
34471,,Rock,Granit,,Schweiz,Uri
,34471,Mineral,,Chlorit,,
,34471,Rock,,Granit,,
,34471,Mineral,,Quarz,,
41085,,,Cinnabarit,Cinnabarit,Vereinigte Staaten von Amerika (USA),Nevada
,41085,Mineral,,Opal,,
,41085,Mineral,,Cinnabarit,,
,41085,Ore,,Hg-Sulfiderz - epithermal,,
32432,,Ore,Pb-Sulfid-Erz - Ba-F-Formation,,Schweiz,Wallis
,32432,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,32432,Mineral,,Calcit,,
39469,,Rock,Siltstein,,Kanada,Ontario
,39469,Mineral,,Pyrrhotin,,
,39469,Rock,,Siltstein,,
32520,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32520,Mineral,,Quarz,,
,32520,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32520,Mineral,,Chalkopyrit,,
41370,,,Chalkosin,Chalkosin,Peru,Huancavelica / Wankawelika / Wankawillka
,41370,Mineral,,Cuprit,,
,41370,Ore,,Cu-Sulfid-Erz - zementativ,,
,41370,Mineral,,Chalkosin,,
41589,,Ore,Sn-Seife,Sn-Seife,Malaysia,
,41589,Mineral,,Kassiterit,,
,41589,Ore,,Sn-Seife,,
34581,,,Hämatit,Hämatit,Schweiz,Uri
,34581,Mineral,,Quarz,,
,34581,Rock,,Granit,,
,34581,Mineral,,Chlorit,,
,34581,Mineral,,Adular,,
,34581,Mineral,,Apatit,,
,34581,Mineral,,Orthoklas,,
,34581,Mineral,,Calcit,,
,34581,Mineral,,Hämatit,,
38981,,,Quarz,Quarz,Deutschland,Niedersachsen
,38981,Rock,,Rhyolith,,
,38981,Mineral,,Quarz,,
,38981,Mineral,,Chalcedon/Chert,,
42476,,,Arsenopyrit,Arsenopyrit,Deutschland,Sachsen
,42476,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42476,Mineral,,Quarz,,
,42476,Mineral,,Arsenopyrit,,
31420,,Rock,Granodiorit,,Schweiz,Bern
,31420,Mineral,,Quarz,,
,31420,Mineral,,Muskovit,,
,31420,Mineral,,Ankerit,,
,31420,Rock,,Granodiorit,,
,31420,Mineral,,Chlorit,,
41048,,,Hämatit,Hämatit,Vereinigte Staaten von Amerika (USA),Missouri
,41048,Mineral,,Hämatit,,
,41048,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,41048,Mineral,,Apatit,,
41289,,,Pyrit,Pyrit,Peru,
,41289,Ore,,Pyrit-Erz - Gang-Typ,,
,41289,Mineral,,Pyrit,,
11502,,,Chalkopyrit,Chalkopyrit,Schweiz,Glarus
,11502,Mineral,,Bornit,,
,11502,Mineral,,Chalkopyrit,,
